Title,IMDb,Netflix,Hulu,Prime Video,Disney+,Genres,Runtime
Extremely Wicked; Shockingly Evil and Vile,6.6,1,0,0,0,Biography;Crime;Drama;Thriller,110
Heneral Luna,7.6,1,0,0,0,Action;Biography;History;War,118
Click,6.4,1,0,0,0,Comedy;Drama;Fantasy;Romance,107
The Duchess,6.9,1,0,1,0,Biography;Drama;History;Romance,110
The Last Man on the Moon,7.4,1,0,0,0,Documentary;Adventure;Biography;History,95
The 24 Hour War,7.2,1,0,0,0,Documentary;History,99
Mune: Guardian of the Moon,7.2,1,0,0,0,Animation;Adventure;Comedy;Family;Fantasy,85
The Devil We Know,7.7,1,0,0,0,Documentary,95
How the Grinch Stole Christmas,6.2,1,0,0,0,Comedy;Family;Fantasy,104
LA Originals,7.3,1,0,0,0,Documentary,92
Whisky,7.1,1,0,1,0,Comedy;Drama,99
The Sapphires,7,1,0,0,0,Biography;Comedy;Drama;Music;Romance,103
Bloodsport,6.8,1,0,0,0,Action;Biography;Drama;Sport,92
Tinker Bell and the Legend of the NeverBeast,7.3,1,0,0,0,Animation;Adventure;Family;Fantasy,76
Get Me Roger Stone,7.4,1,0,0,0,Documentary;Biography,92
Alex Strangelove,6.3,1,0,0,0,Comedy;Drama;Romance,99
She's Out of My League,6.4,1,0,1,0,Comedy;Romance,104
Sarah's Key,7.5,1,0,0,0,Drama;War,111
My Happy Family,7.4,1,0,0,0,Drama,120
Killing Them Softly,6.2,1,0,0,0,Crime;Drama;Thriller,97
Ittefaq,7.2,1,0,1,0,Mystery;Thriller,105
6 Underground,6.1,1,0,0,0,Action;Comedy;Thriller,128
The Accountant of Auschwitz,7.3,1,0,0,0,Documentary,78
Echo in the Canyon,7,1,0,0,0,Documentary;Music,82
Hold the Dark,5.6,1,0,0,0,Drama;Horror;Mystery;Thriller,125
Suffragette,6.9,1,0,0,0,Drama;History,106
The Siege of Jadotville,7.2,1,0,0,0,Action;Drama;History;Thriller;War,108
Terminator Salvation,6.5,1,0,0,0,Action;Adventure;Sci-Fi,115
Hotel Transylvania 3: Summer Vacation,6.3,1,0,0,0,Animation;Adventure;Comedy;Family;Fantasy,97
Filmworker,7.4,1,0,0,0,Documentary;Biography,94
Our Souls at Night,6.9,1,0,0,0,Drama;Romance,103
Mine 9,6.7,1,0,0,0,Drama,83
Everybody Knows,6.9,1,0,0,0,Crime;Drama;Mystery;Thriller,133
Retribution,6.6,1,0,1,0,Drama;Mystery;Thriller,60
Ice Guardians,7.5,1,0,0,0,Documentary;Sport,108
Tinker Bell and the Pirate Fairy,6.6,1,0,0,0,Animation;Adventure;Family;Fantasy,78
The World Is Not Enough,6.4,1,0,0,0,Action;Adventure;Thriller,128
Suite Française,7,1,0,0,0,Drama;Romance;War,107
Period. End of Sentence.,7.4,1,0,0,0,Documentary;Short,26
Beyond the Mat,7.6,1,0,0,0,Documentary;Biography;Sport,102
Next Gen,6.6,1,0,0,0,Animation;Action;Adventure;Comedy;Family;Sci-Fi,106
Cam,5.9,1,0,0,0,Horror;Mystery;Thriller,94
Divines,7.4,1,0,0,0,Crime;Drama,105
Shirkers,7.4,1,0,0,0,Documentary,97
Underworld: Evolution,6.7,1,0,0,0,Action;Fantasy;Sci-Fi;Thriller,106
Om Shanti Om,6.7,1,0,0,0,Action;Comedy;Drama;Musical;Romance;Thriller,162
How to Change the World,7.6,1,0,0,0,Documentary;Adventure;Biography;History,110
Spitfire,7.5,1,0,0,0,Drama,87
You Are My Sunday,7.7,1,0,0,0,Comedy;Drama,119
Dear Zindagi,7.6,1,0,0,0,Drama;Romance,151
Uncorked,6.1,1,0,0,0,Drama,104
The Water Diviner,7,1,0,0,0,Drama;History;War,111
Gaga: Five Foot Two,7,1,0,0,0,Documentary;Music,100
Austin Powers in Goldmember,6.2,1,0,0,0,Action;Adventure;Comedy;Crime,94
He Never Died,6.4,1,0,0,0,Comedy;Drama;Fantasy;Horror;Thriller,99
Black Sea,6.4,1,0,0,0,Adventure;Drama;Thriller,114
Ali's Wedding,6.9,1,0,0,0,Comedy;Drama;Romance,110
Event Horizon,6.7,1,0,0,0,Horror;Sci-Fi;Thriller,96
Mississippi Grind,6.4,1,0,0,0,Comedy;Drama,108
They'll Love Me When I'm Dead,7.4,1,0,0,0,Documentary,98
Kai Po Che!,7.6,1,0,0,0,Drama;Sport,120
Badla,7.9,1,0,0,0,Crime;Drama;Mystery;Thriller,118
Young Adult,6.2,1,0,1,0,Comedy;Drama,94
ZZ Top: That Little Ol' Band From Texas,7.4,1,0,0,0,Documentary;Biography;Music,91
Scary Movie,6.2,1,0,0,0,Horror;Mystery,111
The Dirt,7,1,0,0,0,Biography;Comedy;Drama;Music,107
Killer Klowns from Outer Space,6.2,1,0,0,0,Comedy;Horror;Sci-Fi,88
The Exception,6.8,1,0,0,0,Drama;Romance;War,107
Spenser Confidential,6.2,1,0,0,0,Action;Comedy;Crime;Drama;Thriller,111
Wheelman,6.4,1,0,0,0,Action;Thriller,82
While We're Young,6.3,1,0,0,0,Comedy;Drama;Mystery,97
Die Another Day,6.1,1,0,0,0,Action;Adventure;Thriller,133
The Grandmaster,6.6,1,0,0,0,Action;Biography;Drama;Romance;War,130
Bathtubs Over Broadway,7.5,1,0,0,0,Documentary;Comedy;Music,87
Cadillac Records,7,1,0,0,0,Biography;Drama;Music,109
I am Divine,7.6,1,0,0,0,Documentary,90
King Jack,7,1,0,0,0,Adventure;Drama,81
The Runaways,6.5,1,0,0,0,Biography;Drama;Music,106
2012,5.8,1,0,0,0,Action;Adventure;Sci-Fi,158
The Half of It,7,1,0,0,0,Comedy;Romance,104
Tigertail,6.4,1,0,0,0,Drama,91
Sleeping with Other People,6.5,1,0,0,0,Comedy;Drama;Romance,101
What Lies Beneath,6.6,1,0,0,0,Drama;Fantasy;Horror;Mystery;Thriller,130
Fractured,6.4,1,0,0,0,Mystery;Thriller,99
Master Z: Ip Man Legacy,6.5,1,0,0,0,Action;Biography;Crime;Drama,107
Neruda,6.9,1,0,0,0,Biography;Crime;Drama;History;Thriller,107
One Day,7,1,0,1,0,Drama;Romance,107
Just Friends,6.2,1,0,0,0,Comedy;Romance,96
Aśoka,6.5,1,0,0,0,Comedy,30
Harold and Lillian: A Hollywood Love Story,8,1,0,0,0,Documentary;Biography,94
The Grinch,6.3,1,0,0,0,Comedy;Family;Fantasy,104
Qarib Qarib Singlle,7,1,0,0,0,Comedy;Romance,125
Beasts of No Nation,7.7,1,0,0,0,Drama;War,137
Time Trap,6.5,1,0,0,0,Action;Adventure;Sci-Fi,87
Final Destination 2,6.2,1,0,0,0,Horror;Thriller,90
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1,1,0,0,0,Comedy,74
Dance Academy: The Movie,7,1,0,0,0,Drama,101
White Fang,6.9,1,0,0,1,Adventure;Drama,107
All the Bright Places,6.5,1,0,0,0,Drama;Romance,107
Elena,7.6,1,0,1,0,Crime;Drama;Thriller,109
Underworld: Rise of the Lycans,6.6,1,0,0,0,Action;Fantasy,92
Talaash,7.2,1,0,0,0,Crime;Drama;Mystery;Thriller,140
Kevin Hart: Laugh at My Pain,7.4,1,0,0,0,Documentary;Comedy,89
Gridiron Gang,6.9,1,0,0,0,Biography;Crime;Drama;Sport,125
Hot Rod,6.7,1,0,1,0,Comedy;Sport,88
Bee Movie,6.1,1,0,0,0,Animation;Adventure;Comedy;Family,91
Trash,7.2,1,0,0,0,Adventure;Crime;Drama;Mystery;Thriller,114
The Photographer of Mauthausen,6.7,1,0,0,0,Biography;Drama;History;Thriller;War,110
He's Just Not That Into You,6.4,1,0,0,0,Comedy;Drama;Romance,129
Forks Over Knives,7.7,1,0,0,0,Documentary,96
Bandits,6.5,1,0,1,0,Comedy;Crime;Drama;Romance,123
Sanju,7.8,1,0,0,0,Biography;Drama,155
Blame!,6.7,1,1,1,0,Animation;Action;Drama;Sci-Fi;Thriller,106
Quincy,7.6,1,0,0,0,Crime;Drama;Mystery;Thriller,60
DragonHeart,6.5,1,0,0,0,Action;Adventure;Fantasy,103
Bad Day for the Cut,6.5,1,0,0,0,Action;Crime;Drama;Thriller,99
We the Animals,6.9,1,0,0,0,Drama,94
Soul Surfer,7,1,0,0,0,Biography;Drama;Family;Sport,112
Rocko's Modern Life: Static Cling,7,1,0,0,0,Animation;Action;Adventure;Comedy;Family,45
Haywire,5.8,1,0,0,0,Action;Drama;Thriller,93
Pink,8.1,1,0,0,0,Drama;Thriller,136
Stuart Little,5.9,1,0,0,0,Adventure;Comedy;Family;Fantasy,84
Cutie and the Boxer,7.2,1,0,0,0,Documentary;Biography,82
The World Is Yours,6.4,1,0,0,0,Comedy;Crime,102
Berlin Syndrome,6.3,1,0,0,0,Drama;Horror;Mystery;Thriller,116
Furie,5.8,1,0,0,0,Action;Drama;War,134
Big Miracle,6.5,1,0,0,0,Biography;Drama;Family;Romance,107
Tramps,6.5,1,0,0,0,Comedy;Romance,82
Parmanu: The Story of Pokhran,7.7,1,0,0,0,Action;Drama;History,129
Kursk,6.6,1,0,0,0,Action;Adventure;Drama;History;Thriller,117
Deep Impact,6.2,1,0,0,0,Action;Drama;Romance;Sci-Fi;Thriller,120
The Kindergarten Teacher,6.7,1,0,0,0,Drama,96
Stonehearst Asylum,6.8,1,0,0,0,Drama;Horror;Thriller,112
Nick Kroll & John Mulaney: Oh; Hello on Broadway,7.8,1,0,0,0,,
The Wandering Earth,6,1,0,0,0,Action;Drama;Sci-Fi,125
Bon Cop Bad Cop,6.8,1,0,0,0,Action;Comedy;Crime;Thriller,116
Melvin Goes to Dinner,6.8,1,0,0,0,Comedy;Drama;Romance,83
Chappaquiddick,6.5,1,0,0,0,Drama;History;Thriller,106
Miles Davis: Birth of the Cool,7.4,1,0,0,0,Documentary;Biography;Music,115
Mission Control: The Unsung Heroes of Apollo,7.5,1,0,0,0,Documentary;History,101
Dukhtar,7,1,0,0,0,Drama;Thriller,93
Red Dawn,6.4,1,0,0,0,Action;Drama,114
Kaabil,7.1,1,0,0,0,Action;Drama;Thriller,139
The Company Men,6.7,1,0,0,0,Drama,104
Studio 54,6.9,1,0,0,0,Drama;Music,93
The Case for Christ,6.2,1,0,0,0,Biography;Drama,112
Outside In,6.6,1,0,0,0,Drama,109
Mowgli: Legend of the Jungle,6.5,1,0,0,0,Adventure;Drama;Fantasy,104
Errementari: The Blacksmith and the Devil,6.3,1,0,0,0,Fantasy;Horror,98
Jimmy Neutron: Boy Genius,6,1,0,0,0,Animation;Action;Adventure;Comedy;Family;Sci-Fi,82
World Trade Center,5.9,1,0,1,0,Drama;History;Thriller,129
I Am Kalam,8,1,0,1,0,Comedy;Drama;Family,88
PEEPLI [Live],7.4,1,0,0,0,Comedy;Drama,95
My Scientology Movie,6.7,1,0,0,0,Documentary,99
Latin History for Morons: John Leguizamo's Road to Broadway,7.5,1,0,0,0,,
Mortal Kombat,5.8,1,0,0,0,Action;Adventure;Fantasy;Sci-Fi;Thriller,101
Behind the Curve,6.5,1,0,0,0,Documentary,96
Soni,7.2,1,0,0,0,Crime;Drama,110
Carriers,6,1,0,0,0,Adventure;Drama;Thriller,84
Tig,7.4,1,0,0,0,Documentary,95
Patton Oswalt: Annihilation,7.2,1,0,0,0,Documentary;Comedy,66
Trixie Mattel: Moving Parts,7.3,1,0,0,0,Documentary,91
Petta,7.3,1,0,0,0,Action;Drama,171
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,7,1,0,0,0,Documentary,70
Can't Hardly Wait,6.5,1,0,0,0,Comedy;Romance,100
The Confirmation,6.4,1,0,0,0,Comedy;Drama,101
The First Wives Club,6.4,1,0,1,0,Comedy,103
Colonia,7.1,1,0,0,0,Biography;Drama;History;Romance;Thriller,110
Free Fire,6.4,1,0,0,0,Action;Comedy;Crime;Thriller,91
Life As We Know It,6.5,1,0,0,0,Comedy;Drama;Romance,114
To All the Boys: P.S. I Still Love You,6,1,0,0,0,Comedy;Romance,101
Cop Car,6.3,1,0,0,0,Crime;Thriller,88
Urban Cowboy,6.3,1,0,0,0,Drama;Romance;Western,132
Above the Rim,6.6,1,0,0,0,Crime;Drama;Sport;Thriller,96
Screwball,7.1,1,0,0,0,Documentary,105
Prosecuting Evil: The Extraordinary World of Ben Ferencz,7.3,1,0,0,0,Documentary;Biography;History;War,83
The Incident,6.4,1,0,0,0,Crime;Drama;Thriller,107
Resident Evil: Extinction,6.3,1,0,0,0,Action;Adventure;Fantasy;Horror;Sci-Fi;Thriller,94
American Assassin,6.2,1,0,0,0,Action;Thriller,112
Rang De Basanti,8.2,1,0,0,0,Comedy;Drama,167
Open Season,6.1,1,0,0,0,Animation;Adventure;Comedy;Family;Fantasy,86
Strong Island,6.4,1,0,0,0,Documentary,107
Resident Evil: Apocalypse,6.2,1,0,0,0,Action;Horror;Sci-Fi;Thriller,94
Smoke & Mirrors,6.9,1,0,0,0,Biography;Thriller,123
Sky Ladder: The Art of Cai Guo-Qiang,7.3,1,0,0,0,Documentary,76
Kate & Leopold,6.4,1,0,0,0,Comedy;Fantasy;Romance,118
Raiders!: The Story of the Greatest Fan Film Ever Made,6.9,1,0,0,0,Documentary,106
Then Came You,7,1,0,0,0,Adventure;Comedy;Drama,97
The Forest of Love,6.4,1,0,0,0,Crime;Drama;Horror;Thriller,151
I Called Him Morgan,7.3,1,0,0,0,Documentary;Drama;History;Music,92
The Money Pit,6.4,1,0,0,0,Comedy,91
The Angel,6.6,1,0,1,0,Drama;Thriller,114
Burlesque,6.4,1,0,0,0,Drama;Music;Musical;Romance,119
My Masterpiece,7.1,1,0,0,0,Comedy;Drama,100
Mr. Church,7.6,1,0,0,0,Comedy;Drama,104
Murder Mystery,6,1,0,0,0,Action;Comedy;Crime;Mystery;Romance,97
Audrie & Daisy,7.2,1,0,0,0,Documentary,95
Miss Hokusai,6.7,1,0,0,0,Animation;Biography;Drama;History,93
Dumplin',6.6,1,0,0,0,Comedy;Drama,110
The Invention of Lying,6.4,1,0,0,0,Comedy;Fantasy;Romance,100
Breath,6.7,1,0,1,0,Drama;Romance;Sport,115
Kodachrome,6.8,1,0,0,0,Drama,105
Operation Red Sea,6.7,1,0,0,0,Action;Drama;Thriller;War,142
Murder Party,5.8,1,0,0,0,Comedy;Drama;Horror;Thriller,79
Woodstock: Three Days That Defined a Generation,7.6,1,0,0,0,Documentary;History,106
Laggies,6.4,1,0,0,0,Comedy;Drama;Romance,99
Eye for an Eye,6.6,1,0,1,0,Thriller,98
Cowspiracy: The Sustainability Secret,8.3,1,0,0,0,Documentary,90
Eddie Murphy: Delirious,8.2,1,0,0,0,Comedy,69
The Aerial,7.4,1,0,0,0,Drama;Fantasy;Sci-Fi,99
Fire in Paradise,7.4,1,0,0,0,Documentary;Short,39
Cookie's Fortune,6.8,1,0,0,0,Comedy;Drama,118
Before I Wake,6.2,1,0,0,0,Drama;Fantasy;Horror;Thriller,97
Layla M.,6.7,1,0,0,0,Drama,98
Mountain,7.2,1,0,0,0,Documentary,74
Center Stage,6.7,1,0,0,0,Drama;Music;Romance,115
Mr. Right,6.3,1,0,0,0,Action;Comedy;Romance,95
Tamasha,7.3,1,0,0,0,Comedy;Drama;Romance,139
Just Another Love Story,7.2,1,0,0,0,Crime;Drama;Thriller,100
Quartet,6.8,1,0,0,0,Comedy;Drama,98
Dil Chahta Hai,8.1,1,0,0,0,Comedy;Drama;Romance,183
Bikram: Yogi; Guru; Predator,6.7,1,0,0,0,Documentary;Crime,86
Dolphin Tale 2,6.4,1,0,0,0,Drama;Family,107
No One Killed Jessica,7.2,1,0,0,0,Biography;Crime;Drama;Thriller,136
I Am Bolt,7.1,1,0,0,0,Documentary;Biography;Sport,107
Evolution,6.1,1,1,1,0,Comedy;Sci-Fi,101
BuyBust,5.8,1,0,0,0,Action;Thriller,127
Advantageous,6.2,1,0,0,0,Drama;Family;Sci-Fi,90
The Iron Lady,6.4,1,0,0,0,Biography;Drama,105
Son of a Gun,6.5,1,0,0,0,Action;Crime;Drama;Thriller,108
Rugrats in Paris: The Movie,6.1,1,0,0,0,Animation;Adventure;Comedy;Family;Romance,78
On My Skin,7.3,1,0,0,0,Biography;Drama,100
Sweetheart,5.7,1,0,0,0,Adventure;Drama;Fantasy;Horror;Mystery;Sci-Fi;Thriller,82
Raees,6.8,1,0,0,0,Action;Crime;Drama,143
The Rover,6.4,1,0,0,0,Action;Crime;Drama;Sci-Fi,103
Paan Singh Tomar,8.2,1,0,0,0,Action;Biography;Crime;Sport;Thriller,135
The Other Side of the Wind,6.8,1,0,0,0,Drama,122
The Garden of Words,7.5,1,0,0,0,Animation;Drama;Romance,46
The Legend of 420,6.7,1,0,0,0,Documentary;Comedy,87
Let It Fall: Los Angeles 1982-1992,7.7,1,0,0,0,Documentary;History,144
Manto,7.4,1,0,0,0,Biography;Drama,112
Rainbow,8,1,0,0,0,Drama,106
Walking Out,5.8,1,0,0,0,Adventure;Drama;Thriller,95
Holy Hell,7.1,1,0,0,0,Documentary;Drama,100
After,5.4,1,0,1,0,Drama;Romance,105
Jersey Boys,6.8,1,0,0,0,Biography;Drama;Music;Musical,134
Flavors of Youth,6.6,1,0,0,0,Animation;Drama;Romance,74
Nappily Ever After,6.4,1,0,0,0,Comedy;Drama;Romance,98
Final Destination 3,5.8,1,0,0,0,Horror;Thriller,93
To Wong Foo; Thanks for Everything! Julie Newmar,6.6,1,0,0,0,Comedy;Drama,109
Elizabeth: The Golden Age,6.8,1,0,0,0,Biography;Drama;History;War,114
37 Seconds,7.3,1,0,0,0,Drama,115
A Futile and Stupid Gesture,6.8,1,0,0,0,Biography;Comedy,101
The Green Hornet,5.8,1,0,0,0,Action;Comedy,119
Dear John,6.3,1,0,0,0,Drama;Romance;War,108
Heroin(e),6.8,1,0,0,0,Documentary;Short,39
Guzaarish,7.4,1,0,0,0,Drama,126
Imperial Dreams,6.8,1,0,0,0,Drama,87
Between Two Ferns: The Movie,6.1,1,0,0,0,Comedy,82
13 Sins,6.3,1,0,0,0,Horror;Thriller,93
Kiss the Girls,6.6,1,0,1,0,Crime;Drama;Mystery;Thriller,115
Newness,6.4,1,0,0,0,Drama;Romance,117
Mr. Roosevelt,6.2,1,0,0,0,Comedy,90
Justin Timberlake + The Tennessee Kids,7.8,1,0,0,0,Documentary;Music,90
Battle: Los Angeles,5.7,1,0,0,0,Action;Sci-Fi,116
Hondros,7.5,1,0,0,0,Documentary;Biography;War,90
When We First Met,6.4,1,0,0,0,Comedy;Fantasy;Romance,97
(T)ERROR,6.6,1,0,1,0,Documentary,84
Kuch Kuch Hota Hai,7.6,1,0,0,0,Comedy;Drama;Musical;Romance,177
Trailer Park Boys: The Movie,7.2,1,0,0,0,Comedy;Crime,95
G.O.R.A.,8,1,0,0,0,Adventure;Comedy;Sci-Fi,127
Phantom Boy,6.6,1,0,0,0,Animation;Action;Adventure;Family;Fantasy;Sci-Fi,84
Survivor's Guide to Prison,7.1,1,0,0,0,Documentary,102
Transcendence,6.3,1,0,0,0,Action;Drama;Sci-Fi;Thriller,119
Jagga Jasoos,6.5,1,0,0,0,Action;Adventure;Comedy;Musical;Mystery,161
The Perfect Date,5.8,1,0,0,0,Comedy;Romance,89
A Fortunate Man,7.2,1,0,0,0,Drama,162
Kahaani,8.1,1,0,0,0,Mystery;Thriller,122
Andaz Apna Apna,8.2,1,0,1,0,Action;Comedy;Family;Romance,160
Let It Snow,5.8,1,0,0,0,Comedy;Romance,92
Middle School: The Worst Years of My Life,6.1,1,0,0,0,Comedy;Family,92
The Little Hours,5.8,1,0,0,0,Comedy;Romance,90
Aval,6.8,1,0,0,0,Horror,137
The Unknown Known,7,1,0,0,0,Documentary;Biography;History;War,103
Kahlil Gibran's The Prophet,7.1,1,0,0,0,Animation;Drama,85
The Princess Switch,6,1,0,0,0,Romance,101
The Blackcoat's Daughter,5.9,1,0,0,0,Horror;Mystery;Thriller,93
What We Started,7,1,0,0,0,Documentary,94
Let There Be Light,7.4,1,0,1,0,Drama;Fantasy;Horror;Mystery;Thriller,91
Into the Forest,5.8,1,0,0,0,Drama;Horror;Sci-Fi;Thriller,101
God Knows Where I Am,7.3,1,0,0,0,Documentary;Biography;Drama;History;Mystery,97
Stuart Little 2,5.4,1,0,0,0,Animation;Adventure;Comedy;Family;Fantasy,77
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,7.5,1,0,0,0,Documentary;Music,105
Sand Storm,6.8,1,0,0,0,Drama,87
From Paris with Love,6.5,1,0,1,0,Action;Crime;Thriller,92
Luck by Chance,7,1,0,0,0,Drama,156
I Am Jane Doe,6.8,1,0,0,0,Documentary,91
Pee-wee's Big Holiday,6.1,1,0,0,0,Comedy;Family,90
Promised Land,6.6,1,0,0,0,Drama,106
Carrie Pilby,6.6,1,0,0,0,Comedy;Drama,98
Seeing Allred,6.8,1,0,0,0,Documentary,96
Goldstone,6.5,1,0,0,0,Crime;Thriller,110
The Signal,6.1,1,0,0,0,Drama;Mystery;Sci-Fi;Thriller,97
The Red Sea Diving Resort,6.5,1,0,0,0,Drama;History;Thriller,129
Self/less,6.5,1,0,0,0,Action;Mystery;Sci-Fi;Thriller,117
The Burial of Kojo,6.4,1,0,0,0,Drama;Thriller,80
Horse Girl,5.9,1,0,0,0,Drama;Mystery;Thriller,103
Headshot,6.3,1,0,0,0,Action;Crime;Thriller,92
Joan Didion: The Center Will Not Hold,7.4,1,0,0,0,Documentary,94
Circle,6,1,0,0,0,Drama;Horror;Mystery;Sci-Fi;Thriller,87
Chris Rock: Tamborine,6.5,1,0,0,0,Comedy,64
The Monster,5.4,1,0,1,0,Drama;Fantasy;Horror,91
Sergio,6.1,1,0,0,0,Biography;Drama;History;Romance,118
The C Word,7.6,1,0,0,0,Comedy;Drama,30
John Mulaney: New in Town,8.3,1,0,0,0,Comedy,60
In the Shadow of the Moon,6.2,1,0,0,0,Crime;Mystery;Sci-Fi;Thriller,115
Mirror Mirror,5.6,1,0,1,0,Adventure;Comedy;Drama;Family;Fantasy,106
Hasee Toh Phasee,6.8,1,0,0,0,Comedy;Romance,141
Bhavesh Joshi Superhero,7.6,1,0,0,0,Action;Drama,154
Brooklyn's Finest,6.7,1,0,1,0,Crime;Drama;Thriller,132
Wakefield,6.3,1,0,0,0,Drama,106
Wish I Was Here,6.7,1,0,0,0,Comedy;Drama,106
Lu Over the Wall,6.8,1,0,0,0,Animation;Adventure;Comedy;Family;Fantasy;Music,112
Man of Tai Chi,6.1,1,0,0,0,Action;Drama,105
Comedian,6.9,1,0,0,0,Documentary;Comedy,82
Alive and Kicking,6.6,1,0,0,0,Comedy,94
The Secret,5.6,1,0,0,0,Crime;Drama;Horror;Mystery;Thriller,106
Louis C.K.: Hilarious,8.5,1,0,0,0,Comedy,82
Notes on Blindness,7.1,1,0,0,0,Documentary;Drama,90
The Kissing Booth,6.1,1,0,0,0,Comedy;Romance,105
Horns,6.5,1,0,0,0,Comedy;Crime;Drama;Fantasy;Mystery;Thriller,120
Emelie,5.4,1,0,0,0,Horror;Thriller,82
Best Worst Thing That Ever Could Have Happened...,7.5,1,0,0,0,Documentary,95
Go!,5.9,1,0,0,0,Comedy;Crime,102
First Match,6.3,1,0,0,0,Drama;Sport,102
Grass is Greener,7.2,1,0,0,0,Documentary,97
The Short Game,7.4,1,0,0,0,Documentary;Sport,99
Sunday's Illness,6.9,1,0,0,0,Drama,113
Ten Years,6.7,1,0,1,0,Comedy;Drama;Romance,100
Chicken Little,5.7,1,0,0,1,Animation;Adventure;Comedy;Family;Fantasy;Sci-Fi,81
Kicking and Screaming,6.8,1,0,0,0,Comedy;Family;Romance;Sport,95
The Ravenous,5.9,1,0,0,0,Documentary;Short,21
Animal World,6.5,1,0,0,0,Animation;Adventure;Comedy;Family;Fantasy,30
Michelle Wolf: Joke Show,7.1,1,0,0,0,Comedy,59
Kevin Hart: Let Me Explain,6.8,1,0,0,0,Documentary;Comedy,75
Fun with Dick and Jane,6.2,1,0,0,0,Comedy;Crime,90
Seoul Searching,7.1,1,0,0,0,Comedy;Drama;Music;Romance,105
The Keeping Hours,6.3,1,0,0,0,Drama;Fantasy;Horror;Mystery;Thriller,91
Kickboxer: Retaliation,5,1,0,0,0,Action;Drama,110
Weed the People,7,1,0,0,0,Documentary,97
Time Share,6,1,0,0,0,Drama;Horror;Mystery,96
Johnny English Reborn,6.3,1,0,0,0,Action;Adventure;Comedy;Crime,101
Fire in the Blood,7.7,1,0,0,0,Documentary;History,87
Dil Dhadakne Do,6.8,1,0,0,0,Comedy;Drama;Romance,170
6 Days,6.2,1,0,0,0,Action;Drama;History;Thriller,94
Morris from America,6.2,1,0,0,0,Comedy;Drama;Romance,91
Joshua: Teenager vs. Superpower,7,1,0,0,0,Documentary,79
Highway,7.7,1,0,0,0,Crime;Drama;Romance,133
Sweet Virginia,6.2,1,0,0,0,Drama;Thriller,93
Chloe,6.3,1,0,0,0,Drama;Mystery;Romance;Thriller,96
Manson Family Vacation,5.8,1,0,0,0,Comedy;Drama;Thriller,84
Benji,6.3,1,0,0,0,Crime;Drama;Family,87
Roll Red Roll,7.1,1,0,0,0,Documentary;Crime,80
All About Nina,6,1,0,0,0,Comedy;Drama;Romance,97
Heartbreakers,6.2,1,0,0,0,Comedy;Crime;Romance,123
Mercury 13,6.8,1,0,0,0,Documentary,78
Kevin Hart: What Now?,5.9,1,0,0,0,Documentary;Comedy,96
Michael Bolton's Big; Sexy Valentine's Day Special,6.7,1,0,0,0,Comedy;Music;Musical;Romance,54
All Day and a Night,5.9,1,0,0,0,Drama,121
ARQ,6.4,1,0,0,0,Action;Sci-Fi;Thriller,88
Nighthawks,6.4,1,0,0,0,Action;Crime;Thriller,99
Quién te cantará,7,1,0,0,0,Drama;Music;Mystery,125
Romeo Must Die,6.1,1,0,0,0,Action;Crime;Thriller,115
Love Off the Cuff,6.5,1,0,0,0,Romance,121
47 Meters Down,5.6,1,0,0,0,Adventure;Drama;Horror;Thriller,89
Udaan,8.2,1,0,0,0,Drama,134
Barakah Meets Barakah,6.2,1,0,0,0,Comedy;Romance,88
Ghost Rider,5.2,1,0,0,0,Action;Fantasy;Thriller,110
FYRE: The Greatest Party That Never Happened,7.2,1,0,0,0,Documentary;Music,97
Cardboard Gangsters,6.4,1,0,0,0,Crime;Drama,92
Khosla Ka Ghosla!,8.3,1,0,0,0,Comedy;Crime;Drama,135
Sierra Burgess Is a Loser,5.8,1,0,0,0,Comedy;Drama;Romance,105
Same Kind of Different as Me,6.6,1,0,0,0,Biography;Drama,119
Cult of Chucky,5.2,1,0,0,0,Comedy;Fantasy;Horror;Thriller,91
Tremors 2: Aftershocks,6,1,0,0,0,Action;Comedy;Horror;Sci-Fi;Thriller,100
May the Devil Take You,6,1,0,0,0,Horror,110
Invader ZIM: Enter the Florpus,7.5,1,0,0,0,Animation;Action;Adventure;Comedy;Family;Sci-Fi,71
Dovlatov,6.4,1,0,0,0,Biography;Drama,126
Jupiter Ascending,5.3,1,0,0,0,Action;Adventure;Sci-Fi,127
The Occupant,6.3,1,0,0,0,Drama;Thriller,103
Shutter,7.1,1,0,0,0,Horror;Mystery;Thriller,97
E-Team,7.1,1,0,0,0,Documentary,88
Class Rank,6.4,1,0,0,0,Comedy;Family;Romance,108
Wildling,5.5,1,0,0,0,Drama;Fantasy;Horror;Thriller,92
Velvet Buzzsaw,5.7,1,0,0,0,Horror;Mystery;Thriller,113
Win It All,6.2,1,0,0,0,Comedy,88
Sprinter,6,1,0,0,0,Drama;Sport,114
Palm Trees in the Snow,7.4,1,0,0,0,Drama;Romance,163
Nacho Libre,5.7,1,0,0,0,Comedy;Family;Sport,92
Chasing Trane,7.3,1,0,0,0,Documentary;Biography;Music,99
Lady J,6.9,1,0,0,0,Drama;Romance,109
Voyeur,6.2,1,0,0,0,Drama;Romance,98
